Samples	Tetracosactide-w00-T1	Tetracosactide-w25-T1	Tetracosactide-w00-T2	Tetracosactide-w25-T2	Tetracosactide-w00-T3	Tetracosactide-w25-T3	Tetracosactide-w00-T4	Tetracosactide-w25-T4	Tetracosactide-w00-T5	Tetracosactide-w25-T5	Tetracosactide-w00-T6	Tetracosactide-w25-T6	Prednisolone-d0-P1	Prednisolone-d4-P1	Prednisolone-d0-P2	Prednisolone-d4-P2	Prednisolone-d0-P3	Prednisolone-d4-P3	Prednisolone-d0-P4	Prednisolone-d4-P4	Prednisolone-d0-P5	Prednisolone-d4-P5	Prednisolone-d0-P6	Prednisolone-d4-P6	Prednisolone-d0-P7	Prednisolone-d4-P7	Prednisolone-d0-P8	Prednisolone-d4-P8
Factors	TreatmentGroup:Tetracosactide | TreatmentDuration:00w | SamplingTimePoint:before	TreatmentGroup:Tetracosactide | TreatmentDuration:25w | SamplingTimePoint:after	TreatmentGroup:Tetracosactide | TreatmentDuration:00w | SamplingTimePoint:before	TreatmentGroup:Tetracosactide | TreatmentDuration:25w | SamplingTimePoint:after	TreatmentGroup:Tetracosactide | TreatmentDuration:00w | SamplingTimePoint:before	TreatmentGroup:Tetracosactide | TreatmentDuration:25w | SamplingTimePoint:after	TreatmentGroup:Tetracosactide | TreatmentDuration:00w | SamplingTimePoint:before	TreatmentGroup:Tetracosactide | TreatmentDuration:25w | SamplingTimePoint:after	TreatmentGroup:Tetracosactide | TreatmentDuration:00w | SamplingTimePoint:before	TreatmentGroup:Tetracosactide | TreatmentDuration:25w | SamplingTimePoint:after	TreatmentGroup:Tetracosactide | TreatmentDuration:00w | SamplingTimePoint:before	TreatmentGroup:Tetracosactide | TreatmentDuration:25w | SamplingTimePoint:after	TreatmentGroup:Prednisolone | TreatmentDuration:0d | SamplingTimePoint:before	TreatmentGroup:Prednisolone | TreatmentDuration:4d | SamplingTimePoint:after	TreatmentGroup:Prednisolone | TreatmentDuration:0d | SamplingTimePoint:before	TreatmentGroup:Prednisolone | TreatmentDuration:4d | SamplingTimePoint:after	TreatmentGroup:Prednisolone | TreatmentDuration:0d | SamplingTimePoint:before	TreatmentGroup:Prednisolone | TreatmentDuration:4d | SamplingTimePoint:after	TreatmentGroup:Prednisolone | TreatmentDuration:0d | SamplingTimePoint:before	TreatmentGroup:Prednisolone | TreatmentDuration:4d | SamplingTimePoint:after	TreatmentGroup:Prednisolone | TreatmentDuration:0d | SamplingTimePoint:before	TreatmentGroup:Prednisolone | TreatmentDuration:4d | SamplingTimePoint:after	TreatmentGroup:Prednisolone | TreatmentDuration:0d | SamplingTimePoint:before	TreatmentGroup:Prednisolone | TreatmentDuration:4d | SamplingTimePoint:after	TreatmentGroup:Prednisolone | TreatmentDuration:0d | SamplingTimePoint:before	TreatmentGroup:Prednisolone | TreatmentDuration:4d | SamplingTimePoint:after	TreatmentGroup:Prednisolone | TreatmentDuration:0d | SamplingTimePoint:before	TreatmentGroup:Prednisolone | TreatmentDuration:4d | SamplingTimePoint:after
PC(O-34:3)	0.297950523	0.165598236	0.231619512	0.200862218	0.245298516	0.226068749	0.308709148	0.149256961	0.366795496	0.181524598	0.309077198	0.134824229	0.255180561	0.122086654	0.194576884	0.185452111	0.223231869	0.194127196	0.258012803	0.177243088	0.185465949	0.244285321	0.286395645	0.163174741	0.268729513	0.277161224	0.233392909	0.229284423
PC(O-36:2)	2.913032934	2.249559807	2.406438388	2.247658553	2.94932811	3.760863029	3.322931705	1.74674426	4.020130017	2.843618339	3.111595208	2.141039256	2.693428885	1.828302908	2.038561882	2.110575293	3.331015232	2.517370374	2.539532802	2.128822487	2.641426999	3.068269499	3.463738451	1.957260925	3.387474692	3.396409035	3.014242465	3.060228358
PC(O-36:3)	2.234498679	1.671665198	1.751830735	1.922544683	1.546877278	2.710140241	2.540786823	1.849096636	3.296890085	2.166413743	2.165304515	1.397576666	2.128965086	1.260293907	1.601860992	2.551789995	2.680379216	2.210037269	1.647476093	1.816595621	2.069774388	2.241625898	2.496622809	1.744601403	2.515064554	2.630982343	2.27773121	2.374407672
PC(O-36:4)	24.61157729	12.31797457	23.18632637	9.851930023	27.11565455	16.29101804	27.85842242	9.013966169	31.89779665	15.81616362	27.96858454	11.71644431	20.52782975	16.60493943	17.73189206	25.3290373	27.60392622	25.24258882	20.49118956	24.9805669	20.97523951	31.43747054	29.91530461	17.51503203	27.54184848	32.79535913	22.76812047	26.60174213
PC(O-36:5)	1.59851858	0.808004584	1.403719072	0.656333662	1.394760954	1.043179467	1.786306475	0.565544574	1.902697329	0.87794545	1.701138105	0.690004273	1.297545084	1.323350544	1.113315252	1.0641597	1.419082124	1.21545003	1.31216207	1.807986202	1.099358597	2.005574395	1.646608672	1.245433221	1.631270091	2.202544484	1.244030124	1.941319107
PC(O-38:4)	12.51161023	7.110293323	11.30599384	5.141866056	14.31823874	10.38567447	13.67320312	5.644778846	15.6507849	10.56942906	14.11223904	5.45099728	8.848156391	9.327322076	7.341318727	12.79758073	13.48674068	15.16701571	9.220082017	9.054907691	10.97909432	15.23134491	13.83874537	8.91930819	11.4058834	15.15567964	11.11098654	13.42086388
PC(O-38:5)	26.6501243	14.30189815	24.17541022	12.70916923	27.14664769	16.42375865	31.5391175	14.05845342	36.74143148	18.62125577	28.72057742	10.12620812	24.73233798	16.49820573	20.00495263	29.44420991	31.88096016	28.09921247	20.87318648	21.1203946	25.41873423	30.93588303	32.35220562	20.04023751	31.31466256	34.55576547	27.33142767	28.12330801
PC(O-38:6)	1.516849364	0.853438215	1.309627081	0.824327517	1.284404481	1.107138613	1.841636653	0.878387164	2.114108143	1.143513935	1.570465317	0.646101843	1.360445648	1.014621155	0.90240062	1.339455384	1.562298695	1.220047477	1.011810454	1.194704539	1.129668604	1.966692427	1.503498368	1.336103718	1.490629343	1.969808624	1.266990076	1.839056101
PC(O-40:5)	4.685918133	2.530177236	3.936835261	1.380092257	4.452669526	2.305611175	4.986534774	1.657030876	5.324409315	2.482717578	4.454306473	1.892745153	3.085619722	2.246001391	2.491624091	2.86732023	4.154145579	3.522027463	2.617539317	2.427784436	3.14992755	4.329556024	4.421891341	2.317209935	4.229303061	4.421697171	3.513172216	3.617640889
PC(O-40:6)	1.65555439	0.880250358	1.285508449	0.60169087	1.012082733	0.742673005	1.458464144	0.85964049	1.441492322	0.977574598	1.281156115	0.60014356	0.999640425	0.62121718	0.74945648	1.062886916	1.16524981	0.844819184	0.723436515	0.797803494	0.9056603	1.01625931	1.058799202	0.767483955	1.034530583	1.178677202	0.959393263	0.973461496
PC(P-30:0)	0.041687303	0.017501399	0.042042662	0.007200721	0.027475941	0.01867288	0.058993979	0.007602155	0.055308333	0.014820564	0.050264176	0.014987838	0.025953488	0.04637819	0.033581286	0.044023351	0.045846603	0.038963363	0.042945278	0.051751476	0.028166876	0.042254211	0.042183933	0.04366331	0.048289367	0.040762718	0.042692202	0.03647275
PC(P-32:0)	0.638573686	0.318175432	0.569536947	0.25261094	0.695082109	0.38730816	0.760951089	0.339788446	0.823769265	0.377359963	0.640032855	0.396680336	0.508550414	1.111135936	0.480839737	0.767151818	0.738519575	0.622762498	0.575800278	0.742965221	0.497852928	0.823265813	0.65194305	1.206046215	0.721218765	0.934953406	0.549474922	0.82706393
PC(P-32:1)	0.263160574	0.11221897	0.17469514	0.077829803	0.265391821	0.141623823	0.281434186	0.082151031	0.310580469	0.141687505	0.280902527	0.124047575	0.190857298	0.107814552	0.14449011	0.152472032	0.214527502	0.160604146	0.217493384	0.248620492	0.147740025	0.202806726	0.201187602	0.123176834	0.220537701	0.203939889	0.164213574	0.182965297
PC(P-34:1)	2.800136138	0.930199351	2.202346373	0.684481935	3.951103012	1.228820525	3.779244535	0.924119497	4.194517493	1.097668505	3.530662665	1.273502047	2.070631387	1.571503335	1.822279611	2.280679127	3.687569888	2.416954471	3.239696236	2.734177562	1.983689633	2.399621052	2.783474404	1.522910663	2.955374284	2.959007072	2.344776834	2.21388326
PC(P-34:2)	5.246233382	2.100027855	3.215365591	1.638112351	5.092660458	2.487553915	6.523736713	2.161121385	7.0453145	2.731280649	6.245948235	2.413738336	3.348043117	2.122539113	2.974912813	3.680217401	4.141278254	3.055501536	5.193080958	4.910940664	3.724082775	3.607862186	4.889205296	2.511958586	5.12855838	4.355327509	4.327751401	3.402730275
PC(P-34:3)	0.328344357	0.150197005	0.226634505	0.091094289	0.229349237	0.11859998	0.283605328	0.093574164	0.337856846	0.142197303	0.357688179	0.132436785	0.203273584	0.140731275	0.21094818	0.197655863	0.26437487	0.204586388	0.262978232	0.235549243	0.237649508	0.295408533	0.286745719	0.152821585	0.286321801	0.321618162	0.219816589	0.230677479
PC(P-36:2)	1.395842492	0.776887096	1.220043589	0.729512281	1.695881946	1.332409685	1.718220842	0.637585934	1.958383451	0.96639545	2.100789309	0.858219549	1.103238818	0.786930774	0.830910389	0.982214873	1.569975838	1.118712084	1.366554368	1.106483135	1.181137786	1.209826089	1.40334216	0.8532994	1.519895626	1.386974376	1.203966671	1.174314904
PC(P-36:4)	8.797347333	4.109573477	8.261364711	3.578000374	11.370617	6.741018392	11.94619594	3.085559296	13.82288982	4.858778074	12.99098562	6.224131002	7.597086158	6.062302446	6.233673043	9.331602816	9.440021046	9.478977751	8.314402876	10.73397251	8.166829093	12.34510912	12.08945996	6.98121025	11.15090904	12.38896146	9.385562743	10.32707553
PC(P-36:5)	0.408762954	0.214742164	0.280406593	0.152248738	0.318950753	0.289592798	0.440232815	0.16211296	0.424635017	0.184037176	0.46528658	0.297999346	0.194952948	0.409395607	0.168443195	0.214314359	0.251777867	0.215275452	0.317787475	0.713469167	0.198766973	0.467291786	0.266756486	0.356637286	0.255949903	0.642225939	0.214991672	0.639032974
PC(P-38:4)	2.612505377	2.058584542	3.07545553	1.900852535	3.914224658	3.512024244	3.636390225	1.592671275	4.135544605	3.036941126	3.962639115	2.313399399	2.398542073	2.26223867	1.811141762	2.898316263	3.136383426	3.727571652	2.103143585	2.504497043	2.92251745	4.269968481	3.602332799	2.720307813	3.034165621	3.866837956	3.144182486	3.943711073
PC(P-38:5)	3.476152602	1.865474107	3.034952356	1.29030719	3.579150506	2.416560714	4.036287306	1.327988931	3.978233199	1.924889027	4.102527589	1.885450187	2.408500969	1.937787861	1.945030787	2.499597969	2.991815246	2.770421515	2.514667752	3.078260091	2.409560545	3.734793433	3.168871013	2.350262868	3.143231302	3.603758973	2.502335349	3.035913191
PC(P-38:6)	0.395915685	0.283347648	0.358443932	0.291784241	0.496377775	0.398149308	0.574504333	0.233995112	0.570726085	0.319716344	0.663529335	0.420753723	0.367530712	0.315042522	0.351613848	0.370417569	0.45068076	0.423003429	0.441430454	0.485998947	0.366339472	0.421968833	0.409271664	0.363228581	0.421629582	0.465440146	0.388954906	0.438211226
PE(34:1)	0.240760628	0.169488595	0.375633275	0.242435268	0.614703527	0.386936792	0.313711937	0.160819562	0.284204519	0.132331326	0.289438797	2.305867315	0.418352513	1.424979811	0.576595557	0.568346631	0.318955525	0.406806048	0.356775869	1.553081908	0.237474707	1.256940181	0.352671185	0.51484913	0.188350635	1.023982245	0.280384284	1.668554995
PE(34:2)	1.257536914	1.211471593	1.259234523	1.893475454	2.098157795	2.666595678	1.087274912	0.788112735	1.074472817	1.069851065	1.323387792	7.974560903	2.196652098	1.972798574	2.221901054	1.839153972	1.798282989	2.006937204	1.560650728	2.828396445	1.1750985	1.448592446	1.366305769	0.495010556	0.872990246	1.209039277	1.331709106	1.74099703
PE(36:1)	0.455279181	0.652511517	0.588108552	0.469668325	0.817033987	0.835202459	0.465306898	0.423362342	0.48247368	0.577860618	0.335447854	3.016751751	1.215271852	3.482411692	1.354930312	0.938361694	1.110147859	1.063606933	0.736459478	2.259335641	0.73555784	2.131820327	0.839895633	0.961980052	0.386097447	1.297642341	0.715607651	2.619456207
PE(36:2)	2.744587852	3.49232619	3.199869452	5.31917381	4.161837753	6.682830113	2.397460666	2.834202588	2.65725609	3.810644391	3.056256194	16.93361368	7.409179728	7.189810119	8.890835735	6.042560032	6.274096506	7.215368221	5.615808147	8.547505842	4.120162558	3.990266535	5.221138734	1.406440398	3.582933058	4.030878629	4.194604693	4.643852845
PE(36:3)	1.073842386	1.032588712	1.170052444	1.434208642	1.722984498	2.277641489	1.064672064	0.941666353	0.96494736	1.233294772	1.564307947	4.254348174	2.172539561	1.000855881	2.884824368	1.71770865	1.920255756	1.862441009	1.925224977	1.867079806	1.576397706	0.913459498	1.586784274	0.283081181	1.178793091	0.896124659	1.262891736	0.973589102
PE(36:4)	1.873184333	1.324985895	2.165439525	1.077356729	2.286424927	1.452929496	1.64572113	0.739188711	1.609743385	0.962824475	1.970860707	5.112641267	3.132821337	1.848912262	2.743099119	1.968462659	2.192248504	2.550850437	1.669340644	3.183455606	1.483390714	2.325546751	2.581062072	0.658297276	1.265067078	1.75075168	1.888757817	2.412080933
PE(38:3)	0.326151508	0.582445794	0.143431086	0.256437305	0.406021887	0.607236571	0.295785541	0.257698817	0.247696034	0.576616123	0.286929212	1.759712938																
PE(38:4)	6.547606078	6.148952266	8.594357818	6.359325126	10.64230999	8.283836567	7.729784186	3.637816003	7.531981433	5.910522674	7.814847508	20.69695316	16.42787128	9.735511084	13.53914691	8.611259641	15.04309052	12.48496382	7.931439505	12.63672461	8.949916537	8.536407607	11.09946393	3.386482623	7.134687893	7.403402846	9.117836541	10.16934913
PE(38:5)	2.110612634	1.509740206	2.960269671	0.898930772	3.785757145	1.619969988	1.636757932	0.699952613	1.867549461	1.371433742	2.344788864	4.549518987	4.023779569	1.818658726	3.821041974	1.777994457	2.970395622	2.131318872	2.398976541	3.039982721	1.803013729	2.203171387	2.520631133	0.572266539	1.694728618	1.693926087	1.748333183	2.174853171
PE(38:6)	0.837663708	0.532734358	0.65756372	0.264438469	0.902321266	0.738770871	0.421270315	0.201508849	0.586382447	0.358414626	0.59268031	1.145686949	0.655860999	1.141783742	0.865585804	0.510681946	0.896206321	0.72740698	0.388456786	2.396528568	0.335674983	1.242835902	0.636885446	0.528583527	0.420265363	1.090901859	0.493811128	1.516904362
PE(40:4)	0.271584653	0.238380032	0.519064361	0.136819904	0.686834789	0.227965889	0.35502059	0.075565818	0.24432602	0.127353345	0.296131023	1.182097241	1.050100975	0.573476825	1.047012589	0.75007776	1.074925776	0.652695879	0.3450783	0.533796426	0.232281423	0.397823641	0.605725743	0.130286015	0.363461203	0.224311554	0.31897781	0.337134084
PE(40:5)	0.887232072	0.716705812	1.439242592	0.363252844	1.47256653	0.367569778	0.840592109	0.320185936	0.97056405	0.527665977	1.00216092	1.978881685	1.346082364	0.796165823	1.723785276	0.485781287	1.941780362	0.978222818	0.516155253	0.923153818	0.942817077	0.818048197	1.372915403	0.276023227	0.597511425	0.579097662	0.705843025	0.791289916
PE(40:6)	0.124962264	0.165965737	0.254805941	0.070410243	0.207320673	0.187214464	0.139514128	0.087191329	0.14771895	0.140627961	0.177344003	0.49666466	0.411118752	0.686257409	0.219743383	0.192215617	0.395270037	0.279961377	0.121849682	0.816394533	0.128415746	0.449262778	0.126055162	0.261907319	0.193048724	0.355159961	0.117175522	0.603418266
PE(O-18:1/20:3)	1.16589792	0.525688643	0.928808754	0.260037829	1.329664972	0.65202279	0.870989042	0.303232066	1.199163338	0.470419197	1.158591715	0.640891835	0.900000434	0.398082911	0.819421228	0.780220664	1.0612283	1.229038656	0.957251102	1.243914748	0.575510274	0.895621733	1.221838054	0.267629985	0.895199391	1.085667922	0.763035839	0.929805455
PE(P-16:0/18:1)													0.18506372	0.237624287	0.20912553	0.185662812	0.241336491	0.308285915	0.330943737	0.481624467	0.193567853	0.603580186	0.224727556	0.165957296	0.347658542	0.519655101	0.186457874	0.534160497
PE(P-16:0/20:4)	0.863905783	0.81104011	0.951823484	0.580884504	1.376845169	1.91128215	1.96060218	0.643762646	1.380582428	0.986469885	1.381108246	0.72573135	1.042867214	0.699469396	0.86927897	1.636017013	1.496938505	1.678126261	1.014764152	1.939057785	1.092478075	1.395079152	1.703397102	0.595538712	1.163844628	1.499896592	1.239642624	1.602879524
PE(P-16:0/22:5)	1.133824273	1.180548732	1.265399183	0.556480954	1.43854235	1.000225554	1.270046214	1.189677244	1.652430229	1.324142924	1.554269607	0.903894332	1.08626978	0.581327426	0.788029316	0.761435956	1.316262267	1.425668421	1.251152536	1.570472561	1.07170494	1.258599508	1.002775899	0.580469026	0.935346692	1.266612576	1.024355852	1.230320489
PE(P-16:0/22:6)	1.000114651	0.654077232	0.891409818	0.353251389	0.867389774	1.196720046	0.649637017	0.40156451	0.898670417	0.858701708	0.94485873	0.720782379	0.582920576	1.037811149	0.477341718	0.575773144	0.637258789	0.791034566	0.556609348	1.77336351	0.731308789	1.873380151	0.763412726	0.59477569	0.585125556	1.354841787	0.672364304	1.21280703
PE(P-18:0/18:1)	0.343229684	0.460320063	0.662495448	0.681699171	0.674132429	1.041783937	0.645739975	0.393814169	0.486405363	0.587401748	0.44670612	0.63311488	0.563027733	0.515841926	0.459799179	0.439037943	0.759231556	0.616571831	0.608273613	0.636691121	0.74405594	0.675760909	0.446150294	0.374834583	0.467673346	0.730881814	0.621216259	0.909505764
PE(P-18:0/18:2)	0.803923897	1.547708782	1.085802092	2.634383238	1.157275791	3.867350518	0.992966479	1.596570113	1.305318781	2.768587052	1.130568016	1.751582485	0.892766673	0.907989017	0.571979099	0.876328472	1.495633984	1.822622456	1.054730848	1.146333863	1.438539626	1.634022235	1.286990161	0.674511494	1.078851938	1.505878234	1.293115581	2.290282786
PE(P-18:0/20:4)	3.632236465	4.009403403	4.744322239	4.880309966	6.130703662	9.81181324	10.05164222	3.428072417	5.635786853	5.673238917	5.136702111	3.895547726	7.194578151	3.685569927	4.048171689	5.823696341	6.864392518	7.901314645	4.410471092	5.998325989	6.798480674	7.914574824	6.988271593	2.907114019	5.049590838	7.363400619	5.242209657	7.963449376
PE(P-18:0/22:5)	1.482468988	1.974365983	2.544360618	0.956139095	2.230171615	1.934280478	1.78172792	1.651791288	2.270266141	2.034334867	2.064133614	1.453583689	2.010382751	1.112679075	1.40201818	1.046264552	1.840027679	1.828779964	1.46024659	1.242465527	2.396936554	2.050513305	2.084867407	0.878238382	1.667394285	2.169092729	1.841329629	2.067782252
PE(P-18:0/22:6)	0.694790186	0.910071552	0.821543672	0.467267976	0.729932085	1.304045579	0.628982691	0.507647293	0.941918931	0.952453682	0.836528314	0.609784013	0.558205226	0.594922369	0.412711311	0.402342235	0.4474509	0.71221846	0.500071095	0.719296722	0.825260015	1.373507901	0.807791697	0.535450725	0.528321396	0.91930352	0.732347012	1.485459743
PE(P-20:0/20:4)	0.073311195	0.044622863	0.099045535	0.086412571	0.101618886	0.202143204	0.142631763	0.061518327	0.126937196	0.117812215	0.119623549	0.109937871																
PI(32:1)	0.558366411	0.574251019	0.766976405	0.288424561	0.66323183	0.674563838	0.24804277	0.207792663	0.406523919	0.325277025	0.687243428	0.69733187	0.472446433	0.263968076	0.847553164	0.232342007	0.694671399	0.281326335	1.192618683	0.408852882	0.42141926	0.339409486	0.629245553	0.173050534	0.488439865	0.31039568	0.346753312	0.291237561
PI(34:1)	5.081631402	4.03604794	4.275550378	3.183554116	4.038522494	5.942586191	2.471746206	3.00247247	4.425492098	3.346624883	5.653432365	7.401994288	3.950456341	2.720468141	6.142122826	1.129562086	4.777244182	3.224960431	8.689935124	2.497273406	4.006063086	2.687401677	5.92016877	2.2654996	5.10834039	2.244802509	4.073906863	2.758370411
PI(34:2)	8.274426874	7.242622187	6.009252511	4.353578279	7.036649996	7.81265033	4.29238014	4.76213439	6.292858069	7.536655806	7.670072017	10.01074951	5.816117147	4.152095712	9.034705719	2.967840359	9.066564406	5.984703166	13.82199106	5.061598684	5.600575959	4.358214557	8.997604416	2.661565964	7.645759037	4.135989688	6.495845382	3.886725361
PI(36:1)	2.660939039	3.220149921	2.422913534	3.713602272	2.202249306	6.206545954	1.448569778	2.279143579	3.04231925	2.850352426	2.766077056	3.42500053	2.581366891	2.479984769	3.170411524	0.474912908	3.062618746	1.941837877	3.755650123	1.386828977	3.003257256	1.823301199	3.558980474	2.472672775	2.942982434	0.794979652	2.669111393	2.107279109
PI(36:2)	33.53015151	29.90178	25.52674354	24.98083216	23.48160309	36.42505063	14.81683488	32.76022305	26.39265657	37.1600073	28.85800459	26.125722	27.56272592	22.37528683	41.07291868	15.84017208	48.29068874	28.94779376	59.16547323	20.08612441	27.68122509	18.01985627	40.04308275	19.41334515	37.63631939	18.11427276	34.76957699	22.80496842
PI(36:3)	5.913381961	5.696352895	4.130693999	4.105424317	5.205171255	7.256798554	3.096813987	4.951515045	5.441801896	6.901529916	5.956627995	6.1834986	3.673019712	1.932321466	7.114523033	1.65123565	7.657925181	2.796795472	11.89622153	3.908633556	4.257194563	2.897278074	8.30361334	1.640324078	6.82581486	3.126221464	5.772108981	2.706527076
PI(36:4)	14.57054664	9.342778986	12.29449454	4.990289102	12.89066974	8.347552918	7.307340013	4.500420846	11.23724655	7.46465773	15.16755575	9.084399177	14.08895574	6.774867484	17.85312713	4.95078441	18.73131807	7.85655254	25.54441389	8.74618086	14.67055048	7.681804063	20.77724303	3.771770448	17.04602228	8.581065369	14.53163111	7.791748371
PI(38:2)	0.964300449	2.67848052	0.600772771	2.379230529	0.639259595	5.248469778	0.529571315	1.194150242	0.423049282	1.182825545	0.970226016	2.14190989																
PI(38:3)	12.81757435	12.83444239	5.489294351	10.63796852	5.219554596	14.63230917	3.947600689	14.20617942	5.620275812	14.75703435	8.996358543	5.462677657	4.843078537	2.594590126	6.495563046	1.245002455	9.879771003	3.27024711	5.181998095	1.864369144	9.295304816	6.342202372	10.1893267	6.268816537	8.067192711	3.134079583	9.013807895	4.347216165
PI(38:4)	211.1304352	126.9990746	169.3477803	96.11285926	173.9585174	143.7267891	119.6384694	85.6329347	162.4724072	134.1414165	190.7100513	76.44078551	198.8396358	106.4871642	209.867879	49.55022094	228.9824381	95.47941362	232.1431267	77.05568504	178.5527603	104.6201046	204.6262025	80.16992533	189.0632574	91.44885369	172.295497	97.27182071
PI(38:5)	13.51014752	6.171501492	11.36283931	3.192261273	11.18704292	4.918869228	7.590108771	4.506996563	9.649159208	5.509138542	13.37170471	4.733048311	10.48428998	4.031854027	13.44831245	2.485621098	12.54267803	3.485701913	18.68635705	5.841689983	7.92784232	5.161647639	12.2146476	2.276467592	10.64516774	5.454843904	7.850850632	5.531988863
PI(40:4)	1.512725618	1.675238197	1.895331355	0.773848539	1.510250794	1.396612501	1.035578566	0.720698604	1.579824662	0.592698452	1.211227671	1.222899889	2.028504045	1.394991433	2.741359715	0.694103481	1.645709623	1.128049989	2.17548031	0.446467348	1.976370325	1.136283931	1.930225908	0.890844652	1.345413779	0.950832335	1.863576775	1.047540339
PI(40:5)	12.88716304	8.521450697	11.22103254	4.019441146	8.840960203	4.997079528	6.867064095	6.847951883	7.684293598	6.362830022	10.68337013	3.715677815	9.185564896	2.528832954	8.296173917	1.746218232	7.894995579	3.729975512	7.31752468	1.738442456	6.273126696	4.797643263	7.020842663	4.338450014	6.081693478	2.43077798	5.233307681	3.308824651
PS(38:4)	0.414401306	0.201488581	0.207146624	0.239728789	0.170229273	0.218062255	7.261099375	0.352153366	0.336540734	0.171135895	0.367591764	0.399651879	1.23742079	0.185256955	0.267807638	0.993638233	1.074597774	0.298117254	0.560777013	0.321910616	0.349728067	0.390358239	0.404255561	0.267891377	0.121041315	0.330177599	0.132199613	0.363866578
Cer(d16:1/24:0)	0.007549046	0.023286301	0.00727265	0.013767939	0.007497222	0.022647137	0.016497343	0.008861923	0.01637642	0.012385963	0.010865789	0.0102439	0.032200049	0.017827495	0.026326649	0.017050133	0.028192317	0.017499275	0.016514617	0.01692921	0.0116777	0.032338246	0.029004228	0.020556898	0.034566683	0.030420754	0.023994564	0.023217203
Cer(d18:1/16:0)	0.1781713	0.365757313	0.266755983	0.345459536	0.338566929	0.625119723	0.513283287	0.217834021	0.293894543	0.277224454	0.181850812	0.818544586	0.532941901	0.697794404	0.4818606	0.485073695	0.341624551	0.557299234	0.392204885	0.452130834	0.218317712	0.654348522	0.482758885	0.253730856	0.385018608	0.68019148	0.359417497	0.546174324
Cer(d18:1/18:0)	0.25290167	1.365202602	0.230150885	0.835940213	0.501311917	1.34404109	0.306626	0.393275917	0.275894302	0.633964371	0.281284009	2.288172776	0.40419353	0.638473069	0.374947456	0.448606795	0.377590486	0.840258889	0.259172388	0.283702468	0.29119969	0.853888631	0.641306121	0.234124067	0.396730858	0.90158409	0.527293073	0.497770603
Cer(d18:1/20:0)	0.104494686	0.319426556	0.098534913	0.279971132	0.223206454	0.554880775	0.085734357	0.075542282	0.132427883	0.152794759	0.084317831	0.716174689	0.363425228	0.245939964	0.437360962	0.155437789	0.290249581	0.273562217	0.175856489	0.206225419	0.130631314	0.425942383	0.416717691	0.092229646	0.270072726	0.337720468	0.341451804	0.24210498
Cer(d18:1/22:0)	0.536966907	1.419583371	0.548903728	1.182315308	1.259533236	2.1874267	0.713410736	0.294153664	0.680398776	0.816108853	0.63840397	2.348686065	1.828682917	1.787327275	2.291368596	0.742570437	1.567472114	1.611695357	1.930189079	1.460904464	0.95765778	2.518530957	2.61387005	0.587823636	2.358498097	1.743328604	2.489975871	1.438792842
Cer(d18:1/23:0)	0.673799839	1.677581079	0.621889353	1.041319172	1.389853605	2.866132556	0.682108972	0.333937308	0.824348887	1.371697891	0.700541081	2.001309037	1.697827033	1.49937523	2.009963664	0.766167683	1.64218521	2.228868716	1.570547012	1.498753341	0.883411101	2.31624417	2.199052576	0.781818565	2.024716261	2.064309883	1.61181628	1.398007266
Cer(d18:1/24:0)	0.808611631	2.026599204	0.707226392	1.026566575	1.151117192	2.85656237	0.672521511	0.435495294	0.915075634	1.193906635	0.729234365	2.844400978	1.672070449	1.677460156	1.789331141	0.702855892	1.531575279	1.739631817	1.686598475	1.452560782	0.970078292	2.532471643	2.040159847	0.808248862	2.007510656	2.43657976	1.986297319	1.569752375
Cer(d18:1/24:1)	0.551253087	1.298263123	0.832018856	1.249773028	1.577716014	2.603073359	0.691350939	0.433785098	0.85248938	0.967677108	0.663072248	2.960331518	1.191591825	1.289902166	1.064640023	0.439053883	0.871266984	1.111679043	0.879023326	1.096822797	0.473620566	2.116911358	1.035946739	0.647939607	1.124686895	1.693525631	0.848654396	1.252657904
Cer(d18:1/25:0)	0.073452042	0.179363254	0.067302248	0.077166104	0.133878958	0.223396475	0.067215874	0.045553395	0.084196909	0.089068375	0.062810825	0.202753204	0.158046269	0.097498431	0.199419186	0.047367239	0.126744505	0.126450835	0.117537088	0.077045181	0.096306476	0.21992426	0.26050254	0.06804506	0.22605678	0.182818195	0.151637354	0.124015102
Cer(d18:1/25:1)	0.018518483	0.051288597	0.024737376	0.035344045	0.042012081	0.077235203	0.009449263	0.012541435	0.020004108	0.030783523	0.013491544	0.070169849	0.044447814	0.04465511	0.053637957	0.023372675	0.025462914	0.05254965	0.035464968	0.046589877	0.017672022	0.042288476	0.04641713	0.01986591	0.025808408	0.054674439	0.032735565	0.027484054
Cer(d18:2/16:0)	0.02129971	0.027086736	0.032649191	0.040474632	0.03885081	0.038470766	0.064901064	0.017741121	0.046019812	0.020729645	0.014942619	0.034704881	0.05460534	0.054087099	0.015564509	0.045898889	0.040060039	0.024927398	0.038125272	0.031491786	0.016773738	0.046175284	0.029608843	0.019382218	0.027777724	0.046382581	0.034601233	0.018311187
Cer(d18:2/18:0)													0.024201861	0.063069945	0.009431989	0.050131192	0.01637642	0.046313482	0.011401305	0.030576227	0.015719981	0.061446123	0.039472699	0.038660788	0.016600991	0.06191254	0.012161392	0.023234477
